codcnh,nombre,municipio,provincia,cod_postal,camas,clase,dependencia,complejo
010035,Red de Salud Mental de Araba (Hospital Psiquiátrico de Araba),Vitoria-Gasteiz,Álava,01006,175,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
010040,Hospital Vithas Vitoria,Vitoria-Gasteiz,Álava,01008,68,Hospitales Generales,Privados,
010053,Hospital Quironsalud Vitoria,Vitoria-Gasteiz,Álava,01002,26,Hospitales Generales,Privados,
010088,Hospital de Leza,Laguardia,Álava,01309,63,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
010090,Hospital Universitario Araba (Sede Txagorritxu y Sede Santiago),Vitoria-Gasteiz,Álava,01009,806,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
020030,Hospital General Universitario de Albacete,Albacete,Albacete,02006,510,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario de Albacete
020061,Hospital Quironsalud Santa Cristina,Albacete,Albacete,02003,42,Hospitales Generales,Privados,
020096,Hospital de Hellín,Hellín,Albacete,02400,135,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
020100,Hospital Quironsalud Albacete,Albacete,Albacete,02008,65,Hospitales Generales,Privados,
020117,Hospital Universitario Nuestra Señora del Perpetuo Socorro,Albacete,Albacete,02006,159,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario de Albacete
020136,Hospital General de Almansa,Almansa,Albacete,02640,93,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
020147,Hospital General de Villarrobledo,Villarrobledo,Albacete,02600,114,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
020158,Centro de Atención A La Salud Mental La Milagrosa,Albacete,Albacete,02006,30,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario de Albacete
030015,Hospital General Universitario Dr. Balmis,Alicante/Alacant,Alicante,03010,807,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
030036,Clínica Vistahermosa Grupo Ha,Alicante/Alacant,Alicante,03015,106,Hospitales Generales,Privados,
030041,Vithas Hospital Perpetuo Internacional,Alicante/Alacant,Alicante,03013,103,Hospitales Generales,Privados,
030067,Hospital Virgen de Los Lirios,Alcoy/Alcoi,Alicante,03804,305,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
030089,Hospital IMED San Jorge,Alcoy/Alcoi,Alicante,03802,26,Hospitales Generales,Privados,
030092,Hospital Clínica Benidorm,Benidorm,Alicante,03501,163,Hospitales Generales,Privados,
030128,Hospital San Carlos de Denia Grupo HA,Dénia,Alicante,03700,31,Hospitales Generales,Privados,
030152,Hospital General Universitario de Elche,Elche/Elx,Alicante,03203,408,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
030165,Hospital General Universitario de Elda-Virgen de La Salud,Elda,Alicante,03600,513,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
030187,Hospital Sant Vicent del Raspeig,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,03690,179,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
030190,Sanatorio San Francisco de Borja Fontilles,"Vall de Laguar, la",Alicante,03791,96,Hospitales de media y larga estancia,Organizaciones No Gubernamentales,
030204,Hospital Marina Baixa de La Vila Joiosa,"Villajoyosa/Vila Joiosa, la",Alicante,03570,270,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
030211,Hospital Vega Baja de Orihuela,Orihuela,Alicante,03314,336,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
030226,Hospital Medimar Internacional,Alicante/Alacant,Alicante,03016,66,Hospitales Generales,Privados,
030232,Hospital Psiquiátrico Penitenciario de Fontcalent,Alicante/Alacant,Alicante,03113,432,Hospitales de salud mental y tratamiento de toxicomanías,Otros Centros o Establecimientos Públicos de Dependencia Estatal,
030250,Hospital Universitario San Juan de Alicante,Sant Joan d'Alacant,Alicante,03550,396,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
030298,Hospital Quironsalud Torrevieja,Torrevieja,Alicante,03184,132,Hospitales Generales,Privados,
030328,Hospital IMED Levante,Benidorm,Alicante,03503,152,Hospitales Generales,Privados,
030339,Hospital Universitario de Torrevieja,Torrevieja,Alicante,03186,269,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
030340,Hospital de Denia,Dénia,Alicante,03700,266,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
030351,Hospital La Pedrera,Dénia,Alicante,03700,107,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
030362,Centro de Rehabilitación Neurológica Casaverde,Mutxamel,Alicante,03110,40,Hospitales especializados,Privados,
030373,Hospital Universitario Vinalopó,Elche/Elx,Alicante,03293,214,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
030384,Hospital IMED Elche,Elche/Elx,Alicante,03203,98,Hospitales Generales,Privados,
030406,Hospital Internacional Hcb Denia,Dénia,Alicante,03700,62,Hospitales Generales,Privados,
040010,Hospital Universitario Torrecardenas,Almería,Almería,04009,779,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Torrecárdenas
040059,Hospital Virgen del Mar,Almería,Almería,04120,76,Hospitales Generales,Privados,
040084,Hospital La Inmaculada,Huércal-Overa,Almería,04600,184,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
040101,Hospital Mediterráneo,Almería,Almería,04007,89,Hospitales Generales,Privados,
040118,Hospital Universitario de Poniente,"Ejido, El",Almería,04700,281,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
040127,Hospital de Alta Resolución El Toyo,Almería,Almería,04131,44,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Torrecárdenas
040138,Hospital Materno Infantil,Almería,Almería,04700,204,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Hospital Universitario Torrecárdenas
050013,Hospital Nuestra Señora de Sonsoles,Ávila,Ávila,05071,321,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Asistencial de Ávila
050034,Hospital Provincial de Ávila,Ávila,Ávila,05003,119,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Asistencial de Ávila
050049,Hospital Santa Teresa,Ávila,Ávila,05005,33,Hospitales Generales,Privados,
050072,Hospital de Salud Mental Casta Salud Arévalo,Arévalo,Ávila,05200,80,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
060021,Hospital Universitario de Badajoz,Badajoz,Badajoz,06006,438,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario Universitario de Badajoz
060037,Hospital Materno-Infantil,Badajoz,Badajoz,06010,205,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario Universitario de Badajoz
060080,Hospital Ribera Almendralejo,Almendralejo,Badajoz,06200,45,Hospitales de media y larga estancia,Privados,
060093,Hospital Don Benito-Villanueva de La Serena,Don Benito,Badajoz,06400,252,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario de Don Benito-Villanueva de La Serena
060107,Hospital de San Antonio,Don Benito,Badajoz,06400,74,Hospitales especializados,Privados,
060114,Hospital General de Llerena,Llerena,Badajoz,06900,138,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario Llerena-Zafra
060129,Hospital de Mérida,Mérida,Badajoz,06800,331,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario del Área de Salud de Mérida
060135,Centro Sociosanitario de Mérida,Mérida,Badajoz,06800,280,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
060140,Hospital Santa Justa,Villanueva de la Serena,Badajoz,06700,28,Hospitales Generales,Municipio,
060172,Hospital Quironsalud Clideba,Badajoz,Badajoz,06011,76,Hospitales Generales,Privados,
060208,Hospital de Zafra,Zafra,Badajoz,06300,91,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario Llerena-Zafra
060220,Hospital Perpetuo Socorro,Badajoz,Badajoz,06010,264,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario Universitario de Badajoz
060231,Hospital Siberia-Serena,Talarrubias,Badajoz,06640,43,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario de Don Benito-Villanueva de La Serena
060242,Hospital Tierra de Barros,Almendralejo,Badajoz,06200,44,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,Complejo Hospitalario del Área de Salud de Mérida
060275,Casaverde Centro de Rehabilitación Neurológico de Extremadura S.L.,Mérida,Badajoz,06800,100,Hospitales especializados,Privados,
060286,Hospital Ribera Badajoz,Badajoz,Badajoz,06006,20,Hospitales Generales,Privados,
060297,Hospital Parque Vegas Altas,Don Benito,Badajoz,06400,21,Hospitales Generales,Privados,
070048,Hospital General de Mallorca,Palma,Illes Balears,07012,87,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
070051,Hospital Psiquiatric,Palma,Illes Balears,07010,168,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,
070064,Mutua Balear,Palma,Illes Balears,07012,40,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,
070070,Hospital de La Creu Roja Espanyola,Palma,Illes Balears,07004,71,Hospitales de media y larga estancia,Privados,
070086,Hospital Sant Joan de Deu,Palma,Illes Balears,07007,197,Hospitales de media y larga estancia,Privados,
070099,Clínica Rotger,Palma,Illes Balears,07012,193,Hospitales Generales,Privados,
070110,Clínica Juaneda,Palma,Illes Balears,07014,191,Hospitales Generales,Privados,
070131,Juaneda Miramar,Palma,Illes Balears,07011,197,Hospitales Generales,Privados,
070162,Hospital Joan March,Bunyola,Illes Balears,07110,106,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,
070184,Hospital Can Misses,Eivissa,Illes Balears,07800,382,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
070201,Policlínica Nuestra Sra. del Rosario,Eivissa,Illes Balears,07800,68,Hospitales Generales,Privados,
070244,Clínica Juaneda Menorca,Ciutadella de Menorca,Illes Balears,07760,41,Hospitales Generales,Privados,
070260,Hospital Juaneda Muro,Muro,Illes Balears,07459,86,Hospitales Generales,Privados,
070295,Clínica Juaneda Mahón,Maó-Mahón,Illes Balears,07703,18,Hospitales Generales,Privados,
070309,Hospital de Manacor,Manacor,Illes Balears,07500,224,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
070333,Hospital Son Llatzer,Palma,Illes Balears,07198,423,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
070344,Hospital Quironsalud Palmaplanas,Palma,Illes Balears,07010,169,Hospitales Generales,Privados,
070366,Hospital de Formentera,Formentera,Illes Balears,07860,13,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
070377,Hospital Comarcal D´Inca,Inca,Illes Balears,07300,173,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
070388,Hospital Mateu Orfila,Maó-Mahón,Illes Balears,07703,142,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
070399,Hospital Universitari Son Espases,Palma,Illes Balears,07120,839,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
070412,Hospital de Llevant,Manacor,Illes Balears,07680,70,Hospitales Generales,Privados,
070423,Hospital Quironsalud Son Veri,Llucmajor,Illes Balears,07609,34,Hospitales Generales,Privados,
070434,Clínica Luz de Palma,Palma,Illes Balears,07014,19,Hospitales Generales,Privados,
070445,Hospital Sant Joan de Deu Inca,Inca,Illes Balears,07300,80,Hospitales especializados,Privados,
070456,Clínica Juaneda Ciutadella,Ciutadella de Menorca,Illes Balears,07760,55,Hospitales Generales,Privados,
080044,"Hospital Clinic de Barcelona, Seu Sabino de Arana",Barcelona,Barcelona,08028,130,Hospitales especializados,Otras Entidades u o rganismos Públicos,
080057,Hospital del Mar,Barcelona,Barcelona,08003,470,Hospitales Generales,Otras Entidades u o rganismos Públicos,
080060,Hospital de L'Esperança.,Barcelona,Barcelona,08024,161,Hospitales Generales,Otras Entidades u o rganismos Públicos,
080109,Hospital Clinic de Barcelona,Barcelona,Barcelona,08036,844,Hospitales Generales,Otras Entidades u o rganismos Públicos,
080116,"Fremap, Hospital de Barcelona",Barcelona,Barcelona,08006,62,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,
080137,Centre de Prevencio I Rehabilitacio Asepeyo,Sant Cugat del Vallès,Barcelona,08174,138,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,
080142,Clínica Mc Copernic,Barcelona,Barcelona,08006,60,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,
080155,Clínica Mc Londres,Barcelona,Barcelona,08029,22,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,
080168,Hospital Egarsat Sant Honorat,Barcelona,Barcelona,08022,14,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,
080174,Hospital Dos de Maig,Barcelona,Barcelona,08025,229,Hospitales Generales,Otras Entidades u o rganismos Públicos,
080180,Hospital El Pilar,Barcelona,Barcelona,08006,186,Hospitales Generales,Privados,
080214,Hospital Sant Rafael,Barcelona,Barcelona,08035,213,Hospitales Generales,Otras Entidades u o rganismos Públicos,
080229,Clínica Nostra Senyora del Remei,Barcelona,Barcelona,08024,134,Hospitales Generales,Privados,
080235,Clínica Sagrada Familia,Barcelona,Barcelona,08022,150,Hospitales Generales,Privados,
080253,Hospital Mare de Déu de La Mercé?,Barcelona,Barcelona,08042,113,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
080291,Hospital de La Santa Creu I Sant Pau,Barcelona,Barcelona,08041,644,Hospitales Generales,Privados,
080312,Nou Hospital Evangelic,Barcelona,Barcelona,08018,203,Hospitales de media y larga estancia,Privados,
080333,Institut Guttmann,Badalona,Barcelona,08916,152,Hospitales especializados,Privados,
080348,Fundacio Puigvert - Iuna,Barcelona,Barcelona,08025,124,Hospitales especializados,Privados,
080351,Hestia Palau.,Barcelona,Barcelona,08025,391,Hospitales de media y larga estancia,Privados,
080364,Hospital Universitari Sagrat Cor,Barcelona,Barcelona,08029,367,Hospitales Generales,Privados,
080370,Clínica Corachan,Barcelona,Barcelona,08017,162,Hospitales Generales,Privados,
080386,Clínica Tres Torres,Barcelona,Barcelona,08017,64,Hospitales Generales,Privados,
080399,Hospital Quironsalud Barcelona,Barcelona,Barcelona,08023,192,Hospitales Generales,Privados,
080403,HM Nou Delfos,Barcelona,Barcelona,08023,264,Hospitales Generales,Privados,
080431,"Hospital Clinic de Barcelona, Seu Plato",Barcelona,Barcelona,08006,168,Hospitales Generales,Otras Entidades u o rganismos Públicos,
080446,Hospital Universitari Quirón Dexeus,Barcelona,Barcelona,08028,170,Hospitales Generales,Privados,
080478,"Centro Medico Teknon, Grupo Quironsalud",Barcelona,Barcelona,08022,285,Hospitales Generales,Privados,
080484,Hospital de Barcelona,Barcelona,Barcelona,08034,350,Hospitales Generales,Privados,
080497,Centre Hospitalari Policlínica Barcelona,Barcelona,Barcelona,08006,28,Hospitales Generales,Privados,
080538,Centre D'Oftalmologia Barraquer,Barcelona,Barcelona,08021,70,Hospitales especializados,Privados,
080543,Hestia Duran I Reynals,"Hospitalet de Llobregat, L'",Barcelona,08908,428,Hospitales de media y larga estancia,Privados,
080556,"Serveis Clinics, S.A.",Barcelona,Barcelona,08022,50,Hospitales de media y larga estancia,Privados,
080575,Clínica Coroleu - Ssr Hestia.,Barcelona,Barcelona,08030,74,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
080641,Clínica Planas,Barcelona,Barcelona,08034,26,Hospitales especializados,Privados,
080667,Hospital Universitari Germans Trías I Pujol de Badalona,Badalona,Barcelona,08916,616,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
080673,Hospital Municipal de Badalona,Badalona,Barcelona,08911,140,Hospitales Generales,Municipio,
080689,Centre Sociosanitari El Carme,Badalona,Barcelona,08917,210,Hospitales de media y larga estancia,Municipio,
080692,Hospital de Berga,Berga,Barcelona,08600,150,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
080706,Hospital Comarcal Sant Jaume de Calella,Calella,Barcelona,03500,233,Hospitales Generales,Privados,
080713,Hospital de Sant Joan de Deu.,Esplugues de Llobregat,Barcelona,08950,438,Hospitales especializados,Privados,
080728,Clínica Nostra Senyora de Guadalupe,Esplugues de Llobregat,Barcelona,08950,159,Hospitales de media y larga estancia,Privados,
080734,Hospital General de Granollers.,Granollers,Barcelona,08402,316,Hospitales Generales,Privados,
080752,Hospital Universitari de Bellvitge,"Hospitalet de Llobregat, L'",Barcelona,08907,1086,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
080771,Hospital General de L'Hospitalet,"Hospitalet de Llobregat, L'",Barcelona,08906,102,Hospitales Generales,Otras Entidades u o rganismos Públicos,
080787,Fundacio Sanitaria Sant Josep,Igualada,Barcelona,08700,145,Hospitales de media y larga estancia,Privados,
080826,Hospital de Sant Jaume,Manlleu,Barcelona,08560,90,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
080832,Clínica Sant Josep,Manresa,Barcelona,08241,95,Hospitales Generales,Privados,
080863,Hospital de Sant Joan de Deu (Manresa),Manresa,Barcelona,08243,288,Hospitales Generales,Privados,
080879,Hospital de Sant Andreu,Manresa,Barcelona,08240,191,Hospitales de media y larga estancia,Privados,
080885,Germanes Hospitalaries. Hospital Sagrat Cor,Martorell,Barcelona,08760,428,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
080898,Fundacio Hospital Sant Joan de Deu (Martorell),Martorell,Barcelona,08760,112,Hospitales Generales,Privados,
080930,"Centre Medic Molins, S.L.",Molins de Rei,Barcelona,08750,177,Hospitales de media y larga estancia,Privados,
080945,Hospital de Mollet,Mollet del Vallès,Barcelona,08100,174,Hospitales Generales,Privados,
080958,Hospital de Sabadell,Sabadell,Barcelona,08208,861,Hospitales Generales,Otras Entidades u o rganismos Públicos,
080977,"Benito Menni, Complex Assistencial En Salut Mental",Sant Boi de Llobregat,Barcelona,08830,774,Hospitales de salud mental y tratamiento de toxicomanías,Otras Entidades u o rganismos Públicos,
080983,Parc Sanitari Sant Joan de Deu - Recinte Sant Boi.,Sant Boi de Llobregat,Barcelona,08830,1065,Hospitales Generales,Privados,
081000,Hospital de Sant Celoni.,Sant Celoni,Barcelona,08470,100,Hospitales Generales,Privados,
081017,Hospital Universitari General de Catalunya,Sant Cugat del Vallès,Barcelona,08195,304,Hospitales Generales,Privados,
081022,Casal de Curacio,Vilassar de Mar,Barcelona,08340,81,Hospitales de media y larga estancia,Privados,
081038,Hospital Residencia Sant Camil - Consorci Sanitari de L'Alt Penedés I Garraf,Sant Pere de Ribes,Barcelona,08810,295,Hospitales Generales,Otras Entidades u o rganismos Públicos,
081056,Centres Assistencials Dr. Emili Mira I López (Recinte Torribera).,Santa Coloma de Gramenet,Barcelona,08921,454,Hospitales de salud mental y tratamiento de toxicomanías,Otras Entidades u o rganismos Públicos,
081069,Fundacio Hospital de L'Esperit Sant,Santa Coloma de Gramenet,Barcelona,08923,177,Hospitales Generales,Privados,
081075,Hospital de Terrassa.,Terrassa,Barcelona,08227,460,Hospitales Generales,Otras Entidades u o rganismos Públicos,
081081,Hospital de Sant Llatzer,Terrassa,Barcelona,08221,77,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
081094,Hospital Universitari Mutua de Terrassa,Terrassa,Barcelona,08221,534,Hospitales Generales,Privados,
081108,Hospital General de Vic,Vic,Barcelona,08500,292,Hospitales Generales,Otras Entidades u o rganismos Públicos,
081115,Clínica Sant Josep,Vic,Barcelona,08500,21,Hospitales Generales,Privados,
081120,Hospital de La Santa Creu,Vic,Barcelona,08500,127,Hospitales de media y larga estancia,Privados,
081141,Hospital de Viladecans,Viladecans,Barcelona,08840,110,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
081189,Hospital Sant Antoni Abat - Consorci Sanitari del Garraf.,Vilanova i la Geltrú,Barcelona,08800,111,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
081192,Centre Sociosanitari Can Torras,Alella,Barcelona,08328,119,Hospitales de media y larga estancia,Privados,
081213,Centre Geriatric del Maresme,Mataró,Barcelona,08301,125,Hospitales de media y larga estancia,Privados,
081228,Prytanis Sant Boi Centre Sociosanitari,Sant Boi de Llobregat,Barcelona,08830,122,Hospitales de media y larga estancia,Privados,
081234,Centre Sociosanitari Verge del Puig,Sant Celoni,Barcelona,08470,40,Hospitales de media y larga estancia,Privados,
081287,Residencia L'Estada,Sant Andreu de Llavaneres,Barcelona,08392,60,Hospitales de media y larga estancia,Privados,
081304,Residencia Puig-Reig,Puig-reig,Barcelona,08692,30,Hospitales de media y larga estancia,Privados,
081311,Residencia Santa Susanna,Caldes de Montbui,Barcelona,08140,99,Hospitales de media y larga estancia,Privados,
081326,Hospital de Mataró,Mataró,Barcelona,08304,402,Hospitales Generales,Otras Entidades u o rganismos Públicos,
081347,Hospital Universitari Vall D'Hebron,Barcelona,Barcelona,08035,1315,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,
081350,Centre Polivalent Can Fosc,"Ametlla del Vallès, L'",Barcelona,08480,56,Hospitales de media y larga estancia,Privados,
081379,Hospital Sociosanitari Mutuam Güell,Barcelona,Barcelona,08024,167,Hospitales de media y larga estancia,Privados,
081402,"Mutua de Granollers, Mutua de Previsio Social A Prima Fixa",Granollers,Barcelona,08402,20,Hospitales Generales,Privados,
081430,Hospital Comarcal de L'Alt Penedés,Vilafranca del Penedès,Barcelona,08720,144,Hospitales Generales,Otras Entidades u o rganismos Públicos,
081458,Aptima Centre Clinic - Mutua de Terrassa,Terrassa,Barcelona,08221,70,Hospitales Generales,Privados,
081461,Institut Catalá D'Oncologia - Hospital Duran I Reynals,"Hospitalet de Llobregat, L'",Barcelona,08908,126,Hospitales especializados,Otras Entidades u o rganismos Públicos,
081483,Sar Mont Marti,Puig-reig,Barcelona,08692,20,Hospitales de media y larga estancia,Privados,
081568,Ita Canet,Canet de Mar,Barcelona,08360,77,Hospitales especializados,Privados,
081574,Clínica Lluria,Barcelona,Barcelona,08008,40,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
081580,Antic Hospital de Sant Jaume I Santa Magdalena,Mataró,Barcelona,08301,70,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
081593,Parc Sanitari Sant Joan de Deu - Numancia,Barcelona,Barcelona,08029,159,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
081605,Prytanis Hospitalet Centre Sociosanitari,"Hospitalet de Llobregat, L'",Barcelona,08902,142,Hospitales de media y larga estancia,Privados,
081616,Comunitat Terapéutica Arenys de Munt,Arenys de Munt,Barcelona,08358,42,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
081649,Hospital Sociosanitari Pere Virgili,Barcelona,Barcelona,08023,366,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
081661,Benito Menni Complex Assistencial En Salut Mental,Granollers,Barcelona,08402,48,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
081672,Hospital Sanitas Cima,Barcelona,Barcelona,08034,83,Hospitales Generales,Privados,
081683,Parc Sanitari Sant Joan de Deu - App - 1,Sant Esteve Sesrovires,Barcelona,08635,150,Hospitales Generales,Privados,
081694,Institut Catalá D'Oncologia - Hospital Germans Trías I Pujol,Badalona,Barcelona,08916,36,Hospitales especializados,Otras Entidades u o rganismos Públicos,
081706,Centre Collserola Mutual,Barcelona,Barcelona,08035,34,Hospitales de media y larga estancia,Privados,
081717,Centre Sociosanitari Sarquavitae Sant Jordi,Cornellà de Llobregat,Barcelona,08940,51,Hospitales de media y larga estancia,Privados,
081728,Hospital General Penitenciari,Terrassa,Barcelona,08227,32,Hospitales Generales,Otras Entidades u o rganismos Públicos,
081739,Centre Sociosanitari de L'Hospitalet - Consorci Sanitari Integral,"Hospitalet de Llobregat, L'",Barcelona,08906,123,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
081740,Centro Residencial Domusvi La Salut Josep Servat.,Barcelona,Barcelona,08024,56,Hospitales de media y larga estancia,Privados,
081751,Clínica Creu Blanca,Barcelona,Barcelona,08034,51,Hospitales Generales,Privados,
081762,Hestia Gracia,Barcelona,Barcelona,08024,153,Hospitales de media y larga estancia,Privados,
081784,Centre Sociosanitari D'Esplugues,Esplugues de Llobregat,Barcelona,08950,131,Hospitales de media y larga estancia,Privados,
081795,Centre Sociosanitari Ricard Fortuny,Vilafranca del Penedès,Barcelona,08720,187,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
081829,Centre Fórum,Barcelona,Barcelona,08019,223,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,
081830,Centre Sociosanitari Blauclinic Dolors Aleu,Barcelona,Barcelona,08023,174,Hospitales de media y larga estancia,Privados,
081841,Parc Sanitari Sant Joan de Deu - Til·Lers,Mollet del Vallès,Barcelona,08100,20,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
081874,Clínica Galatea,Barcelona,Barcelona,08017,22,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
081885,Hospital D'Igualada,Igualada,Barcelona,08700,285,Hospitales Generales,Otras Entidades u o rganismos Públicos,
081896,Centre Social I Sanitari Frederica Montseny,Viladecans,Barcelona,08840,183,Hospitales de media y larga estancia,Privados,
081919,Parc Sanitari Sant Joan de Deu - App - 2,Sant Esteve Sesrovires,Barcelona,08635,152,Hospitales Generales,Privados,
081920,Centre Integral de Serveis En Salut Mental Comunitaria,Barcelona,Barcelona,08024,25,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
081931,Centre Sociosanitari Sant Jordi de La Vall D'Hebron,Barcelona,Barcelona,08035,57,Hospitales de media y larga estancia,Privados,
081942,"Lepant Residencial Qgg, S.L.",Barcelona,Barcelona,08025,31,Hospitales de media y larga estancia,Privados,
081964,Unitat Polivalent Salut Mental Barcelona-Nord,Barcelona,Barcelona,08035,52,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
081997,"Cqm Clinic Maresme, S.L.",Mataró,Barcelona,08301,10,Hospitales Generales,Privados,
082012,Hospital Quirón Salud del Valles - Clínica del Valles,Sabadell,Barcelona,08203,71,Hospitales Generales,Privados,
082066,Hospital de Sant Joan Despi Moisés Broggi,Sant Joan Despí,Barcelona,08970,328,Hospitales Generales,Otras Entidades u o rganismos Públicos,
082112,Unitat Polivalent Benito Menni En Salut Mental de L'Hospitalet-El Prat de Llobregat,"Hospitalet de Llobregat, L'",Barcelona,08905,35,Hospitales de salud mental y tratamiento de toxicomanías,Privados,
082134,Ita Maresme,Barcelona,Barcelona,08006,56,Hospitales especializados,Privados,
082145,Centre Sociosanitari del Centre Integral de Salut Cotxeres,Barcelona,Barcelona,08016,209,Hospitales de media y larga estancia,Privados,
082156,Clínica Sant Antoni,Barcelona,Barcelona,08038,300,Hospitales de media y larga estancia,Privados,
082167,Clínica Diagonal,Esplugues de Llobregat,Barcelona,08950,101,Hospitales Generales,Privados,
